아파트,지역구,면적,거래금액,건축년도
헬리오시티,송파구,84.99,269000,2018.0
현대,중랑구,84.09,74800,1994.0
현대,송파구,59.91,153700,1997.0
현대,동대문구,128.57,98000,1987.0
현대,관악구,84.44,55000,1991.0
현대,성동구,104.41,235000,1990.0
현대,성동구,59.94,127000,1998.0
현대,종로구,84.92,144980,2000.0
현대(관악),관악구,58.59,99000,1992.0
현대1,송파구,83.02,184000,1995.0
현대1,영등포구,84.75,79500,1992.0
독산주공14단지,금천구,38.64,36950,1990.0
이펜하우스1단지,양천구,59.93,60000,2011.0
이수브라운스톤돈암,성북구,59.99,95000,2004.0
응암푸르지오,은평구,84.2,69000,2008.0
응암동금호,은평구,59.82,64500,1998.0
은평뉴타운기자촌11단지,은평구,84.82,81000,2015.0
은평뉴타운기자촌11단지,은평구,84.78,73500,2015.0
위너빌(Winnervill),중구,28.55,37500,2018.0
월곡두산위브,성북구,59.855,89900,2003.0
워커힐 팰리스,광진구,84.98,109000,2005.0
우장산힐스테이트,강서구,101.87,170000,2005.0
"우장산아이파크,이편한세상",강서구,84.97,147000,2008.0
우성아파트,서초구,84.93,258500,1998.0
우성2,영등포구,84.47,151000,1986.0
우성1,영등포구,83.64,133000,1986.0
우성,강동구,84.93,123000,1985.0
우림루미아트,관악구,84.51,70000,2004.0
용산시티파크(1단지),용산구,114.17,310000,2007.0
용마한신,중랑구,35.44,34700,1990.0
올림픽파크한양수자인,강동구,84.92,156000,2016.0
오장동오팰리오,중구,29.48,46500,2021.0
엠브이아파트,서초구,83.4,201000,1994.0
에스케이북한산시티,강북구,59.98,60000,2004.0
양지마을(대림)2,노원구,59.4,70000,1999.0
아이딜,용산구,58.72,78000,2004.0
아남,성북구,84.69,67000,1996.0
쌍용플래티넘노블,구로구,124.11,87000,2006.0
삼환,구로구,114.48,76250,1995.0
삼호아파트,송파구,84.96,106400,1999.0
삼천리,구로구,84.75,64000,1998.0
삼창,노원구,121.0,67800,1984.0
삼익플라주,영등포구,84.16,120100,2013.0
삼익대청아파트,강남구,51.12,198000,1992.0
삼익그린11차,강동구,66.87,144000,1986.0
삼성산주공(주공3단지),관악구,83.21,61800,2000.0
삼성산주공(주공3단지),관악구,83.21,61500,2000.0
삼성래미안,구로구,56.036,79000,2004.0
사당롯데캐슬2차,동작구,84.766,145000,2004.0
사가정센트럴아이파크,중랑구,59.78,123000,2020.0
빛고을우방,강서구,59.97,92000,1999.0
비즈트위트레인보우,구로구,15.17,9500,2012.0
브라운스톤휘경,동대문구,59.96,84000,2013.0
브라운스톤당산,영등포구,84.039,161000,2015.0
동성3,중랑구,84.08,71500,1997.0
동성,강서구,84.95,79000,1993.0
동성,강서구,101.88,117500,1995.0
동성,강서구,101.88,106500,1995.0
동부센트레빌,강남구,145.83,570000,2005.0
독산주공14단지,금천구,38.64,37000,1990.0
더트루엘마곡HQ,강서구,48.329,64400,2024.0
더트루엘마곡HQ,강서구,48.329,64500,2024.0
더샵 퍼스트월드,중랑구,44.964,65800,0.0
대치SKVIEW,강남구,84.386,370000,2017.0
대우유로카운티,강남구,121.48,285000,2004.0
대우,구로구,114.95,74500,1999.0
대성유니드1차,양천구,59.87,60000,2004.0
대상,구로구,74.56,53000,1999.0
대방동현대,동작구,84.96,144000,1994.0
대방1차e-편한세상,동작구,84.32,105150,2003.0
대림현대,영등포구,84.96,77000,1999.0
대림아파트,동작구,134.25,197500,1993.0
e편한세상송파파크센트럴,송파구,113.63,200000,2021.0
e편한세상서울대입구1단지,관악구,114.88,171000,2019.0
G&D용산드림,용산구,19.83,50000,2020.0
DMC센트럴자이(1단지),은평구,84.96,172000,2023.0
DMC래미안클라시스,서대문구,59.93,103800,2000.0
로데오휘버스빌,양천구,84.99,49000,2003.0
경남아너스빌(1356-0),강북구,59.964,77000,2003.0
가락미륭아파트,송파구,83.58,186000,1986.0
신동아아파트1,도봉구,43.35,28500,1986.0
거장메카,은평구,48.755,58200,2024.0
갑을,송파구,59.73,82000,1996.0
경남아너스빌(1356-0),강북구,114.922,65000,2003.0
리센츠,송파구,84.99,330000,2008.0
신동아아파트1,도봉구,70.62,41600,1986.0
강변,강서구,34.44,66500,1992.0
레이크팰리스,송파구,59.97,257000,2006.0
로쟌뷰,송파구,129.32,177000,2005.0
강일리버파크2단지,강동구,84.53,126000,2009.0
시흥베르빌,금천구,81.16,73500,2004.0
리버센SKVIEW롯데캐슬,중랑구,59.99,88000,2025.0
e편한세상염창,강서구,55.032,90000,2019.0
강서힐스테이트,강서구,59.99,135000,2015.0
위너빌(Winnervill),중구,28.55,37500,2018.0
경남아너스빌(1356-0),강북구,114.922,92000,2003.0
경남아너스빌(1356-0),강북구,59.964,72000,2003.0
신동아,성동구,59.97,100000,1995.0
신내6대주,중랑구,59.76,63000,1996.0
개포자이프레지던스,강남구,84.597,371000,2023.0
럭키,구로구,71.4,71500,1992.0
성원대치2단지아파트,강남구,33.18,150000,1992.0
솔렌시아3(85-1),중랑구,49.84,37000,2018.0
센트레빌아스테리움영등포아파트,영등포구,56.277,124500,2024.0
성원대치2단지아파트,강남구,39.53,178000,1992.0
래미안아트리치,성북구,109.38,140000,2019.0
신내대림아파트,중랑구,126.28,102000,1995.0
수명산그린시아,양천구,83.75,56800,2014.0
래미안트리베라1단지,강북구,59.6,92700,2010.0
송학휴스테이,도봉구,51.867,36000,2016.0
리센츠,송파구,84.99,340000,2008.0
송파건원여미지아파트,송파구,51.764,70000,2018.0
롯데캐슬루나,노원구,127.031,70000,2006.0
송파레미니스,송파구,84.94,175000,2017.0
레디앙스,동작구,78.48,72500,2004.0
강동리버스트8단지,강동구,59.97,105000,2021.0
건진,양천구,98.58,96500,1994.0
마곡 한진해모로,강서구,59.92,71000,2004.0
강서뉴,강서구,55.8,28000,2003.0
꿈의숲해링턴플레이스,강북구,59.36,93400,2019.0
노원센트럴푸르지오,노원구,59.996,87000,2021.0
뉴월드(402-42),은평구,79.88,44500,2005.0
뉴캐슬,은평구,16.22,12800,2013.0
답십리청솔우성,동대문구,59.74,96000,2000.0
대경아르체,은평구,42.48,62000,2024.0
대림e-편한세상,성동구,59.96,162000,2000.0
마곡엠벨리(15단지),강서구,84.95,164000,2014.0
마포센트럴 아이파크,마포구,84.969,199000,2017.0
목동롯데캐슬마에스트로,양천구,59.984,134000,2019.0
목동신시가지3,양천구,64.98,232500,1986.0
목동신시가지4,양천구,65.34,231000,1986.0
목동신시가지7,양천구,101.2,320000,1986.0
목동우성3,양천구,59.69,70000,1999.0
목동현대3차,양천구,84.77,173000,1997.0
몽마르뜨빌(577-3),서초구,73.56,97000,2002.0
묵동자이(1단지),중랑구,112.23,102000,2010.0
묵정,중구,52.46,57300,1981.0
문래건영,영등포구,114.72,122500,1998.0
문정시영,송파구,46.26,110000,1989.0
미아동부센트레빌,강북구,84.89,107000,2006.0
염창3우성,강서구,84.96,98000,1993.0
영풍마드레빌,구로구,84.741,69000,2002.0
예성2차그린캐슬,관악구,84.17,94000,2004.0
이펜하우스3단지,양천구,84.86,83500,2011.0
이편한세상화랑대,중랑구,59.953,91500,2017.0
임광,강서구,59.34,62000,2000.0
잠실엘스,송파구,59.96,280000,2008.0
잠실엘스,송파구,84.88,337000,2008.0
장미1,송파구,182.01,459000,1979.0
전농동삼성래미안,동대문구,84.98,105000,2000.0
정릉e-편한세상,성북구,85.0,71000,2006.0
조광,양천구,104.1,45000,1997.0
주공1,구로구,73.08,99000,1986.0
주공17단지,도봉구,36.34,29500,1989.0
주공19단지(창동리버타운),도봉구,60.5,87500,1988.0
주공2,노원구,44.52,35900,1992.0
주공4단지,강북구,44.89,41500,1991.0
주공5,강서구,58.14,105000,1995.0
중계무지개,노원구,49.54,61000,1991.0
중계무지개,노원구,49.89,60000,1991.0
중랑숲리가,중랑구,84.964,72800,2012.0
진로아파트,중랑구,163.63,99000,1995.0
진주,영등포구,48.26,210000,1977.0
창동주공2단지,도봉구,41.3,48000,1990.0
창동주공3단지(해등마을),도봉구,49.94,66000,1990.0
창동주공4단지,도봉구,49.94,48400,1991.0
창동현대타운,도봉구,66.42,47500,1999.0
창동현대타운,도봉구,66.42,47500,1999.0
천우네오젠아파트,강서구,83.32,63000,2006.0
청구아파트,도봉구,84.97,51500,1994.0
청담자이,강남구,49.619,258000,2011.0
초안산신도브래뉴,도봉구,84.999,58500,2005.0
신동아,성동구,59.97,100000,1995.0
동아3,강서구,59.7,107500,1999.0
힐스테이트세운센트럴2단지,중구,42.998,69000,2023.0
힐스테이트뉴포레,관악구,59.988,135500,2022.0
흑석리버파크자이,동작구,84.96,237000,2025.0
후암미주,용산구,64.86,97000,1980.0
효산빌라트,서초구,83.95,140000,2003.0
동아3,구로구,60.0,139000,2000.0
화성.두산아파트,중랑구,66.96,61000,1995.0
화곡푸르지오,강서구,103.92,119000,2002.0
홍제현대,서대문구,106.18,110600,1992.0
홍제한양,서대문구,60.06,82000,1993.0
홍제원현대(459-0),서대문구,59.93,107500,2000.0
홍제센트럴IPARK,서대문구,84.972,135000,2020.0
동우,성북구,44.45,15800,1975.0
현진리버파크,강동구,14.9,25800,2017.0
현대리버빌2지구,송파구,40.95,71000,1999.0
동호리츠빌,강동구,83.47,72000,2004.0
두산1,중랑구,84.87,70000,1993.0
선사현대아파트,강동구,59.64,148000,2000.0
서원,도봉구,49.77,34500,1996.0
서원,도봉구,49.77,34500,1996.0
서울숲금강아미움,성동구,80.89,128000,2004.0
서울숲 한신 더 휴,성동구,59.91,160000,2003.0
상아,노원구,84.97,92000,1989.0
디에이치 퍼스티어 아이파크,강남구,84.995,312100,0.0
래미안 리더스원,서초구,59.96,310000,2020.0
상림마을8단지롯데캐슬(821~830동)BL1-12,은평구,84.79,90000,2008.0
래미안목동아델리체(101동~118동),양천구,84.95,177000,2021.0
상계주공7(고층),노원구,41.3,58800,1988.0
상계주공2(저층),노원구,46.04,48000,1987.0
상계주공2(고층),노원구,59.28,65000,1987.0
상계주공2(고층),노원구,59.2,62500,1987.0
상계주공2(고층),노원구,58.01,69500,1987.0
파크하비오,송파구,84.972,198000,2016.0
상계주공1(고층),노원구,58.01,60000,1988.0
길음역금호어울림센터힐,성북구,84.94,107500,2014.0
대성유니드,양천구,84.3,72000,2004.0
길음뉴타운경남아너스빌,성북구,59.59,76000,1999.0
동부아파트,중랑구,119.05,81500,1999.0
래미안엘파인아파트,동대문구,114.82,109500,2011.0
래미안월곡,성북구,84.589,105000,2006.0
래미안이문2차,동대문구,59.79,108000,2004.0
래미안장위퍼스트하이,성북구,59.99,104500,2020.0
래미안장위퍼스트하이,성북구,84.94,127500,2020.0
무학,관악구,59.38,54800,1998.0
문래모아미래도,영등포구,84.81,144000,2017.0
문래힐스테이트,영등포구,119.47,195000,2003.0
보람아파트,노원구,68.99,64000,1988.0
보문리슈빌하우트,성북구,59.791,127000,2022.0
삼익대청아파트,강남구,39.53,170000,1992.0
삼익아파트,강동구,59.55,82600,1997.0
상록타워아파트,광진구,59.4,160000,1997.0
상아2차아파트,송파구,45.77,134500,1988.0
성보,양천구,84.16,82000,2010.0
신내6대주,중랑구,39.84,38800,1996.0
신내6대주,중랑구,39.84,38900,1996.0
신내6대주,중랑구,49.77,58500,1996.0
신내6대주,중랑구,59.76,64300,1996.0
신림동쌍용아파트,관악구,59.26,52000,1998.0
신림푸르지오,관악구,114.84,125000,2005.0
신림현대,관악구,59.85,71000,1993.0
신림현대,관악구,119.49,88500,1993.0
"엘지,쌍용아파트",중랑구,68.12,67000,1996.0
"엘지,쌍용아파트",중랑구,68.12,60000,1996.0
엠브이아파트,서초구,59.82,187000,1994.0
온수힐스테이트,구로구,84.97,78000,2010.0
온수힐스테이트,구로구,121.26,95000,2010.0
월계센트럴아이파크,노원구,59.99,105000,2020.0
월드메르디앙,서초구,84.78,209000,2002.0
"월드메르디앙201동,202동",강서구,83.42,72800,2004.0
은빛1단지,노원구,39.7,37000,1998.0
은빛1단지,노원구,59.95,53800,1998.0
잠실엘스,송파구,84.8,331000,2008.0
잠실엘스,송파구,119.93,450000,2008.0
주공1,동대문구,84.82,95800,2001.0
중계그린1단지,노원구,49.5,52000,1990.0
청구3,노원구,84.77,135000,1996.0
파크리오,송파구,84.79,281500,2008.0
펜트힐루논현,강남구,43.392,100000,2021.0
프라자,강동구,83.4,137000,1984.0
현대(6차),노원구,59.84,51200,2018.0
현대3차,영등포구,43.92,78300,1997.0
현대홈타운,마포구,59.17,150000,2000.0
길음뉴타운9단지(래미안),성북구,84.95,140000,2010.0
길음뉴타운5단지(래미안),성북구,59.75,112300,2006.0
구로두산,구로구,44.64,59000,1998.0
구로두산,구로구,44.64,53700,1998.0
광진코지웰,광진구,18.63,16500,2014.0
관악산휴먼시아2단지,관악구,84.97,71000,2008.0
가양6단지,강서구,49.5,99000,1992.0
상아2차아파트,송파구,45.77,134500,1988.0
까치마을,강남구,34.44,139000,1993.0
삼성래미안트리베라2단지,강북구,59.33,92000,2010.0
상암월드컵파크3단지,마포구,84.84,129500,2003.0
중화동건영아파트,중랑구,84.76,58000,1998.0
삼성래미안1,서초구,84.91,199500,2003.0
삼성래미안,영등포구,114.63,126000,1998.0
삼성래미안,구로구,78.665,94000,2004.0
샹그레빌아파트,성북구,79.248,69000,2004.0
서강GS,마포구,84.4,165000,1999.0
벽산블루밍,관악구,114.97,107500,2005.0
성원,중랑구,84.32,64000,1994.0
DMC센트럴자이(2단지),은평구,59.67,150000,2023.0
홍제역해링턴플레이스,서대문구,84.95,157000,2024.0
홍은동벽산,서대문구,58.64,70000,1997.0
벽산라이브파크,강북구,59.67,58000,2004.0
성원대치2단지아파트,강남구,49.86,220000,1992.0
목화,영등포구,67.11,246000,1977.0
현대,동대문구,82.18,96000,1987.0
해태보라매타워,동작구,59.94,64800,1996.0
솔렌시아,송파구,84.97,69300,2003.0
한마을,구로구,59.57,88000,1999.0
목동청구한신아파트,양천구,84.77,220000,1997.0
목동신시가지7,양천구,53.88,210000,1986.0
테라팰리스건대2차,광진구,52.66,88500,2018.0
신동아아파트2,도봉구,84.82,54500,1992.0
신안네트빌2단지,강서구,84.016,49000,2002.0
테라파크뷰,노원구,52.17,60000,2022.0
정릉풍림아이원,성북구,84.09,68500,2005.0
목동신시가지3,양천구,95.74,280000,1986.0
목동센트럴아이파크위브4단지,양천구,84.98,130000,2020.0
에스케이북한산시티,강북구,59.98,67000,2004.0
에스케이북한산시티,강북구,114.85,76000,2004.0
충정리시온,서대문구,41.48,48500,2004.0
충림예하임,서대문구,84.6,86000,2010.0
영풍마드레빌,구로구,84.741,74000,2002.0
범양,성북구,59.79,79000,1998.0
용산동아파트,용산구,44.76,56000,1969.0
은평신사두산위브2차,은평구,84.99,82000,2011.0
이편한세상강동에코포레,강동구,59.97,139300,2020.0
천호동삼성아파트,강동구,59.86,104000,1997.0
롯데캐슬골든힐스,성북구,84.932,110000,2019.0
이편한세상마포리버파크,마포구,59.98,220000,2016.0
창동주공1단지,도봉구,49.94,57500,1990.0
이화102동,성동구,87.02,126500,2004.0
중화동건영아파트,중랑구,84.76,58000,1998.0
강동리엔파크14단지,강동구,49.69,88500,2021.0
공릉2신도브래뉴아파트,노원구,72.84,71000,2002.0
공작,영등포구,126.02,310000,1976.0
돈암현대아파트,성북구,56.7,70000,1991.0
드림시드,영등포구,82.17,74000,2005.0
롯데캐슬,양천구,84.966,122800,2014.0
정릉풍림아이원,성북구,59.88,57000,2005.0
선사현대아파트,강동구,59.64,140000,2000.0
석촌동효신아파트,송파구,60.96,59700,2011.0
석계역한일노벨리아시티,성북구,15.214,12300,2019.0
한진한화그랑빌,노원구,59.94,95000,2002.0
한양6,도봉구,83.86,54000,2002.0
상계주공1(고층),노원구,58.01,64000,1988.0
상계주공1(고층),노원구,41.3,47000,1988.0
킴스빌리지,서초구,30.9,149800,1996.0
청광플러스원큐브2차,강동구,14.495,9000,2013.0
중앙하이츠,강동구,52.74,105000,1992.0
한양6,강남구,106.71,525000,1980.0
DMC두산위브,서대문구,84.962,92000,2007.0
남산타운,중구,59.94,146000,2002.0
